target_label	preferred	rank_tier	gene_id	transcript_id	transcript_name	chrom	start	end	strand	transcript_type	mane_status	mane_refseq_id	appris	is_canonical	is_basic	cds_length	transcript_length
PBX1	false	5	ENSG00000185630.14	ENST00000468104.1	PBX1-004	chr1	164574429	164816308	+	processed_transcript				false	false	0	1818
PBX1	false	5	ENSG00000185630.14	ENST00000560469.1	PBX1-015	chr1	164546020	164816338	+	processed_transcript				false	false	0	1674
PBX1	false	5	ENSG00000185630.14	ENST00000496120.2	PBX1-016	chr1	164559586	164816338	+	processed_transcript				false	false	0	1538
PBX1	false	5	ENSG00000185630.14	ENST00000605467.1	PBX1-020	chr1	164529249	164529687	+	retained_intron				false	false	0	438
PBX1	false	5	ENSG00000185630.14	ENST00000558796.2	PBX1-011	chr1	164621132	164868533	+	processed_transcript				false	false	0	366
PBX1	false	5	ENSG00000185630.14	ENST00000467023.1	PBX1-008	chr1	164524820	164533252	+	processed_transcript				false	false	0	298
ALK	true	3	ENSG00000171094.11	ENST00000389048.3	ALK-001	chr2	29415639	30144432	-	protein_coding			appris_principal	false	true	4860	6220
ALK	false	4	ENSG00000171094.11	ENST00000431873.1	ALK-201	chr2	29416089	30143525	-	protein_coding				false	true	1350	1353
ALK	false	4	ENSG00000171094.11	ENST00000453137.1	ALK-002	chr2	29443735	29446260	-	protein_coding				false	false	456	577
ALK	false	4	ENSG00000171094.11	ENST00000498037.1	ALK-003	chr2	29509275	29542077	-	processed_transcript				false	true	0	560
AFF3	true	3	ENSG00000144218.14	ENST00000409236.2	AFF3-001	chr2	100162322	100721178	-	protein_coding			appris_principal	false	true	3678	9407
AFF3	false	3	ENSG00000144218.14	ENST00000317233.4	AFF3-201	chr2	100163717	100759037	-	protein_coding			appris_principal	false	true	3678	8135
AFF3	false	4	ENSG00000144218.14	ENST00000356421.2	AFF3-202	chr2	100163717	100722045	-	protein_coding				false	true	3753	8118
AFF3	false	4	ENSG00000144218.14	ENST00000409579.1	AFF3-002	chr2	100167582	100722590	-	protein_coding				false	true	3753	4342
AFF3	false	4	ENSG00000144218.14	ENST00000445815.1	AFF3-015	chr2	100170854	100194832	-	protein_coding				false	false	555	555
AFF3	false	4	ENSG00000144218.14	ENST00000415384.1	AFF3-009	chr2	100625360	100722509	-	protein_coding				false	false	549	574
AFF3	false	4	ENSG00000144218.14	ENST00000432037.1	AFF3-014	chr2	100623613	100720992	-	protein_coding				false	false	483	559
AFF3	false	4	ENSG00000144218.14	ENST00000440445.1	AFF3-008	chr2	100623860	100722269	-	protein_coding				false	false	467	591
AFF3	false	4	ENSG00000144218.14	ENST00000423966.1	AFF3-003	chr2	100623630	100759037	-	protein_coding				false	false	466	702
AFF3	false	4	ENSG00000144218.14	ENST00000441400.1	AFF3-007	chr2	100623710	100721889	-	protein_coding				false	false	386	543
AFF3	false	4	ENSG00000144218.14	ENST00000424600.1	AFF3-006	chr2	100623754	100721801	-	protein_coding				false	false	342	551
AFF3	false	4	ENSG00000144218.14	ENST00000416492.1	AFF3-005	chr2	100623798	100759045	-	protein_coding				false	false	298	545
AFF3	false	4	ENSG00000144218.14	ENST00000427118.1	AFF3-010	chr2	100720863	100722509	-	protein_coding				false	false	53	528
AFF3	false	4	ENSG00000144218.14	ENST00000483600.1	AFF3-011	chr2	100726306	100759201	-	processed_transcript				false	true	0	852
AFF3	false	5	ENSG00000144218.14	ENST00000430789.1	AFF3-012	chr2	100247039	100623307	-	nonsense_mediated_decay				false	false	535	730
AFF3	false	5	ENSG00000144218.14	ENST00000498090.1	AFF3-013	chr2	100622610	100624413	-	retained_intron				false	false	0	1673
ABI2	true	4	ENSG00000138443.11	ENST00000295851.5	ABI2-001	chr2	204192941	204312446	+	protein_coding			appris_candidate_longest	false	true	1539	22209
ABI2	false	4	ENSG00000138443.11	ENST00000424558.1	ABI2-005	chr2	204193117	204292671	+	protein_coding				false	true	1521	2240
ABI2	false	4	ENSG00000138443.11	ENST00000417864.1	ABI2-006	chr2	204193129	204291992	+	protein_coding				false	false	1459	1567
ABI2	false	4	ENSG00000138443.11	ENST00000422511.2	ABI2-007	chr2	204193206	204293319	+	protein_coding			appris_candidate	false	true	1440	2718
ABI2	false	4	ENSG00000138443.11	ENST00000261017.5	ABI2-002	chr2	204193002	204296896	+	protein_coding				false	true	1425	6484
ABI2	false	4	ENSG00000138443.11	ENST00000430418.1	ABI2-004	chr2	204193114	204292251	+	protein_coding				false	true	1374	1676
ABI2	false	4	ENSG00000138443.11	ENST00000261016.6	ABI2-201	chr2	204193117	204292671	+	protein_coding				false	true	1203	2133
ABI2	false	4	ENSG00000138443.11	ENST00000261018.7	ABI2-202	chr2	204246897	204293365	+	protein_coding				false	true	897	2237
ABI2	false	4	ENSG00000138443.11	ENST00000454023.1	ABI2-020	chr2	204255766	204292134	+	protein_coding				false	false	878	940
ABI2	false	4	ENSG00000138443.11	ENST00000451591.2	ABI2-018	chr2	204245030	204267457	+	protein_coding				false	false	603	603
ABI2	false	4	ENSG00000138443.11	ENST00000430574.1	ABI2-019	chr2	204244997	204281706	+	processed_transcript				false	true	0	760
ABI2	false	5	ENSG00000138443.11	ENST00000431886.1	ABI2-013	chr2	204193121	204245000	+	nonsense_mediated_decay				false	false	324	580
ABI2	false	5	ENSG00000138443.11	ENST00000441061.1	ABI2-008	chr2	204193058	204292251	+	nonsense_mediated_decay				false	false	291	1772
ABI2	false	5	ENSG00000138443.11	ENST00000416001.1	ABI2-003	chr2	204193113	204292292	+	nonsense_mediated_decay				false	false	261	1087
ABI2	false	5	ENSG00000138443.11	ENST00000447762.1	ABI2-024	chr2	204193004	204245029	+	nonsense_mediated_decay				false	false	225	741
ABI2	false	5	ENSG00000138443.11	ENST00000425253.1	ABI2-023	chr2	204193116	204231680	+	nonsense_mediated_decay				false	false	177	490
ABI2	false	5	ENSG00000138443.11	ENST00000413635.1	ABI2-011	chr2	204193117	204240855	+	nonsense_mediated_decay				false	false	159	515
ABI2	false	5	ENSG00000138443.11	ENST00000444584.1	ABI2-014	chr2	204193127	204244996	+	nonsense_mediated_decay				false	false	132	563
ABI2	false	5	ENSG00000138443.11	ENST00000494215.1	ABI2-012	chr2	204193180	204232142	+	retained_intron				false	false	0	717
ABI2	false	5	ENSG00000138443.11	ENST00000411547.1	ABI2-016	chr2	204244948	204267400	+	processed_transcript				false	false	0	685
ABI2	false	5	ENSG00000138443.11	ENST00000464761.1	ABI2-022	chr2	204267428	204301606	+	processed_transcript				false	false	0	596
ABI2	false	5	ENSG00000138443.11	ENST00000376135.3	ABI2-015	chr2	204193181	204248019	+	processed_transcript				false	false	0	568
ABI2	false	5	ENSG00000138443.11	ENST00000416396.1	ABI2-021	chr2	204259470	204291942	+	processed_transcript				false	false	0	562
ABI2	false	5	ENSG00000138443.11	ENST00000422719.1	ABI2-017	chr2	204245080	204281695	+	processed_transcript				false	false	0	474
SEPTIN2	true	3	ENSG00000168385.13	ENST00000391973.2	SEPT2-002	chr2	242254514	242293439	+	protein_coding			appris_principal	false	true	1083	3701
SEPTIN2	false	3	ENSG00000168385.13	ENST00000360051.3	SEPT2-001	chr2	242254703	242293439	+	protein_coding			appris_principal	false	true	1083	3613
SEPTIN2	false	3	ENSG00000168385.13	ENST00000402092.2	SEPT2-008	chr2	242255342	242293442	+	protein_coding			appris_principal	false	true	1083	3333
SEPTIN2	false	3	ENSG00000168385.13	ENST00000391971.2	SEPT2-007	chr2	242255275	242293442	+	protein_coding			appris_principal	false	true	1083	3315
SEPTIN2	false	4	ENSG00000168385.13	ENST00000401990.1	SEPT2-004	chr2	242255296	242291524	+	protein_coding				false	true	1113	1734
SEPTIN2	false	4	ENSG00000168385.13	ENST00000407971.1	SEPT2-005	chr2	242255297	242293442	+	protein_coding				false	true	963	3267
SEPTIN2	false	4	ENSG00000168385.13	ENST00000421717.1	SEPT2-046	chr2	242276890	242291603	+	protein_coding				false	false	564	818
SEPTIN2	false	4	ENSG00000168385.13	ENST00000428282.1	SEPT2-009	chr2	242254684	242282485	+	protein_coding				false	false	553	1005
SEPTIN2	false	4	ENSG00000168385.13	ENST00000449239.1	SEPT2-039	chr2	242263568	242277131	+	protein_coding				false	false	520	599
SEPTIN2	false	4	ENSG00000168385.13	ENST00000457874.1	SEPT2-042	chr2	242275257	242277180	+	protein_coding				false	false	484	484
SEPTIN2	false	4	ENSG00000168385.13	ENST00000436795.1	SEPT2-021	chr2	242255319	242276900	+	protein_coding				false	false	445	775
SEPTIN2	false	4	ENSG00000168385.13	ENST00000411484.1	SEPT2-023	chr2	242255320	242276863	+	protein_coding				false	false	441	561
SEPTIN2	false	4	ENSG00000168385.13	ENST00000437066.1	SEPT2-034	chr2	242255367	242276848	+	protein_coding				false	false	393	574
SEPTIN2	false	4	ENSG00000168385.13	ENST00000443492.1	SEPT2-040	chr2	242255365	242277094	+	protein_coding				false	false	363	558
SEPTIN2	false	4	ENSG00000168385.13	ENST00000434955.1	SEPT2-026	chr2	242255335	242275488	+	protein_coding				false	false	316	480
SEPTIN2	false	4	ENSG00000168385.13	ENST00000407017.1	SEPT2-014	chr2	242254769	242275575	+	protein_coding				false	false	280	650
SEPTIN2	false	4	ENSG00000168385.13	ENST00000445030.1	SEPT2-012	chr2	242254769	242274627	+	protein_coding				false	false	217	575
SEPTIN2	false	4	ENSG00000168385.13	ENST00000441533.1	SEPT2-031	chr2	242255358	242274625	+	protein_coding				false	false	215	372
SEPTIN2	false	4	ENSG00000168385.13	ENST00000420786.1	SEPT2-037	chr2	242255584	242274566	+	protein_coding				false	false	156	539
SEPTIN2	false	4	ENSG00000168385.13	ENST00000428524.1	SEPT2-013	chr2	242254769	242274561	+	protein_coding				false	false	151	644
SEPTIN2	false	4	ENSG00000168385.13	ENST00000451310.1	SEPT2-047	chr2	242289501	242292041	+	protein_coding				false	false	85	801
SEPTIN2	false	4	ENSG00000168385.13	ENST00000429791.1	SEPT2-036	chr2	242255417	242265466	+	protein_coding				false	false	68	724
SEPTIN2	false	4	ENSG00000168385.13	ENST00000461048.1	SEPT2-006	chr2	242255308	242264659	+	processed_transcript				false	true	0	1163
SEPTIN2	false	5	ENSG00000168385.13	ENST00000457335.1	SEPT2-022	chr2	242255315	242276910	+	nonsense_mediated_decay				false	false	240	570
SEPTIN2	false	5	ENSG00000168385.13	ENST00000425899.1	SEPT2-033	chr2	242255360	242275485	+	nonsense_mediated_decay				false	false	222	738
SEPTIN2	false	5	ENSG00000168385.13	ENST00000492978.1	SEPT2-010	chr2	242254684	242277149	+	processed_transcript				false	false	0	775
SEPTIN2	false	5	ENSG00000168385.13	ENST00000481500.1	SEPT2-045	chr2	242277134	242286017	+	retained_intron				false	false	0	756
SEPTIN2	false	5	ENSG00000168385.13	ENST00000475474.1	SEPT2-019	chr2	242255289	242275796	+	retained_intron				false	false	0	749
SEPTIN2	false	5	ENSG00000168385.13	ENST00000482304.1	SEPT2-018	chr2	242255278	242275014	+	retained_intron				false	false	0	740
SEPTIN2	false	5	ENSG00000168385.13	ENST00000366210.2	SEPT2-041	chr2	242263630	242276513	+	processed_transcript				false	false	0	672
SEPTIN2	false	5	ENSG00000168385.13	ENST00000484167.1	SEPT2-044	chr2	242276725	242283252	+	retained_intron				false	false	0	668
SEPTIN2	false	5	ENSG00000168385.13	ENST00000473479.1	SEPT2-029	chr2	242255350	242275751	+	retained_intron				false	false	0	659
SEPTIN2	false	5	ENSG00000168385.13	ENST00000466211.1	SEPT2-027	chr2	242255338	242282441	+	processed_transcript				false	false	0	584
SEPTIN2	false	5	ENSG00000168385.13	ENST00000469434.1	SEPT2-016	chr2	242254861	242276867	+	retained_intron				false	false	0	583
SEPTIN2	false	5	ENSG00000168385.13	ENST00000462147.1	SEPT2-025	chr2	242255327	242277205	+	processed_transcript				false	false	0	576
SEPTIN2	false	5	ENSG00000168385.13	ENST00000467971.1	SEPT2-032	chr2	242255360	242276972	+	retained_intron				false	false	0	571
SEPTIN2	false	5	ENSG00000168385.13	ENST00000464128.1	SEPT2-030	chr2	242255358	242283224	+	processed_transcript				false	false	0	565
SEPTIN2	false	5	ENSG00000168385.13	ENST00000494824.1	SEPT2-024	chr2	242255320	242282414	+	processed_transcript				false	false	0	565
SEPTIN2	false	5	ENSG00000168385.13	ENST00000484740.1	SEPT2-028	chr2	242255349	242275055	+	retained_intron				false	false	0	563
SEPTIN2	false	5	ENSG00000168385.13	ENST00000495463.1	SEPT2-017	chr2	242255275	242276341	+	processed_transcript				false	false	0	501
SEPTIN2	false	5	ENSG00000168385.13	ENST00000469175.1	SEPT2-020	chr2	242255296	242277126	+	processed_transcript				false	false	0	486
SEPTIN2	false	5	ENSG00000168385.13	ENST00000475823.1	SEPT2-038	chr2	242255897	242276862	+	processed_transcript				false	false	0	371
SEPTIN2	false	5	ENSG00000168385.13	ENST00000476841.1	SEPT2-043	chr2	242275360	242276947	+	retained_intron				false	false	0	304
SEPTIN2	false	5	ENSG00000168385.13	ENST00000484648.1	SEPT2-035	chr2	242255373	242256953	+	processed_transcript				false	false	0	218
DCP1A	true	4	ENSG00000162290.12	ENST00000607628.1	DCP1A-203	chr3	53317446	53381654	-	protein_coding			appris_candidate_longest	false	true	1752	6016
DCP1A	false	4	ENSG00000162290.12	ENST00000294241.6	DCP1A-201	chr3	53321387	53381570	-	protein_coding			appris_candidate	false	true	1746	1985
DCP1A	false	4	ENSG00000162290.12	ENST00000606822.1	DCP1A-202	chr3	53321387	53381552	-	protein_coding				false	true	1638	1859
DCP1A	false	4	ENSG00000162290.12	ENST00000480258.1	DCP1A-001	chr3	53317447	53381637	-	processed_transcript				false	true	0	5998
DCP1A	false	5	ENSG00000162290.12	ENST00000494659.2	DCP1A-004	chr3	53321387	53381552	-	processed_transcript				false	false	0	1859
DCP1A	false	5	ENSG00000162290.12	ENST00000560624.1	DCP1A-009	chr3	53326662	53381613	-	processed_transcript				false	false	0	849
DCP1A	false	5	ENSG00000162290.12	ENST00000560076.1	DCP1A-008	chr3	53338286	53381570	-	processed_transcript				false	false	0	625
DCP1A	false	5	ENSG00000162290.12	ENST00000558034.1	DCP1A-007	chr3	53321383	53322379	-	retained_intron				false	false	0	592
DCP1A	false	5	ENSG00000162290.12	ENST00000559748.1	DCP1A-010	chr3	53338250	53381551	-	processed_transcript				false	false	0	581
CIP2A	true	3	ENSG00000163507.9	ENST00000295746.8	KIAA1524-001	chr3	108268715	108308299	-	protein_coding			appris_principal	false	true	2715	4075
CIP2A	false	4	ENSG00000163507.9	ENST00000491772.1	KIAA1524-002	chr3	108268832	108304610	-	protein_coding				false	true	2238	3877
CIP2A	false	4	ENSG00000163507.9	ENST00000487834.1	KIAA1524-005	chr3	108279581	108308491	-	processed_transcript				false	true	0	2014
CIP2A	false	5	ENSG00000163507.9	ENST00000481530.1	KIAA1524-003	chr3	108269962	108308299	-	nonsense_mediated_decay				false	false	363	2764
CIP2A	false	5	ENSG00000163507.9	ENST00000468953.1	KIAA1524-006	chr3	108300321	108308303	-	nonsense_mediated_decay				false	false	144	654
CIP2A	false	5	ENSG00000163507.9	ENST00000461666.1	KIAA1524-007	chr3	108303706	108308278	-	retained_intron				false	false	0	511
GMPS	true	3	ENSG00000163655.11	ENST00000496455.2	GMPS-001	chr3	155588324	155661815	+	protein_coding			appris_principal	false	true	2079	8751
GMPS	false	4	ENSG00000163655.11	ENST00000295920.7	GMPS-002	chr3	155588438	155655499	+	protein_coding				false	true	1782	2024
GMPS	false	4	ENSG00000163655.11	ENST00000476145.1	GMPS-005	chr3	155613201	155628599	+	processed_transcript				false	true	0	570
MLF1	true	3	ENSG00000178053.13	ENST00000355893.5	MLF1-001	chr3	158288951	158324249	+	protein_coding			appris_principal	false	true	804	2203
MLF1	false	4	ENSG00000178053.13	ENST00000392822.3	MLF1-201	chr3	158289048	158323190	+	protein_coding				false	true	897	1366
MLF1	false	4	ENSG00000178053.13	ENST00000478894.2	MLF1-008	chr3	158289042	158323190	+	protein_coding				false	true	774	1372
MLF1	false	4	ENSG00000178053.13	ENST00000471745.1	MLF1-002	chr3	158288982	158323181	+	protein_coding				false	true	774	1266
MLF1	false	4	ENSG00000178053.13	ENST00000359117.5	MLF1-004	chr3	158288972	158324245	+	protein_coding				false	true	729	2222
MLF1	false	4	ENSG00000178053.13	ENST00000484955.1	MLF1-005	chr3	158288961	158323186	+	protein_coding				false	true	729	1247
MLF1	false	4	ENSG00000178053.13	ENST00000482628.1	MLF1-007	chr3	158288998	158323007	+	protein_coding				false	true	729	1050
MLF1	false	4	ENSG00000178053.13	ENST00000466246.1	MLF1-014	chr3	158289049	158317962	+	protein_coding				false	false	613	653
MLF1	false	4	ENSG00000178053.13	ENST00000469452.1	MLF1-006	chr3	158288983	158323188	+	protein_coding				false	true	600	1098
MLF1	false	4	ENSG00000178053.13	ENST00000491767.1	MLF1-015	chr3	158288951	158322981	+	protein_coding				false	false	575	787
MLF1	false	4	ENSG00000178053.13	ENST00000498592.1	MLF1-009	chr3	158288979	158320728	+	protein_coding				false	false	566	707
MLF1	false	4	ENSG00000178053.13	ENST00000477042.1	MLF1-013	chr3	158288982	158317948	+	protein_coding				false	false	524	750
MLF1	false	4	ENSG00000178053.13	ENST00000497004.1	MLF1-003	chr3	158288982	158325041	+	processed_transcript				false	true	0	3048
MLF1	false	5	ENSG00000178053.13	ENST00000495452.1	MLF1-012	chr3	158288982	158317964	+	nonsense_mediated_decay				false	false	150	742
MLF1	false	5	ENSG00000178053.13	ENST00000487838.1	MLF1-010	chr3	158289049	158315949	+	nonsense_mediated_decay				false	false	120	473
MECOM	true	3	ENSG00000085276.13	ENST00000494292.1	MECOM-004	chr3	168802548	169381258	-	protein_coding			appris_principal	false	true	3690	3939
MECOM	false	4	ENSG00000085276.13	ENST00000264674.3	MECOM-201	chr3	168801286	168864093	-	protein_coding				false	true	3348	4900
MECOM	false	4	ENSG00000085276.13	ENST00000472280.1	MECOM-019	chr3	168802531	168864093	-	protein_coding				false	true	3156	3593
MECOM	false	4	ENSG00000085276.13	ENST00000433243.2	MECOM-016	chr3	168802661	168864076	-	protein_coding				false	true	3156	3508
MECOM	false	4	ENSG00000085276.13	ENST00000392736.3	MECOM-202	chr3	168801286	168864093	-	protein_coding				false	true	3153	4835
MECOM	false	4	ENSG00000085276.13	ENST00000468789.1	MECOM-018	chr3	168802549	168864463	-	protein_coding				false	true	3153	3691
MECOM	false	4	ENSG00000085276.13	ENST00000464456.1	MECOM-020	chr3	168801294	168865522	-	protein_coding				false	true	3126	5732
MECOM	false	4	ENSG00000085276.13	ENST00000460814.1	MECOM-017	chr3	168802617	168851758	-	protein_coding				false	true	3009	3374
MECOM	false	4	ENSG00000085276.13	ENST00000492586.1	MECOM-015	chr3	168830575	168845822	-	protein_coding				false	false	965	965
MECOM	false	4	ENSG00000085276.13	ENST00000484519.1	MECOM-012	chr3	168840405	168864356	-	protein_coding				false	false	376	638
MECOM	false	4	ENSG00000085276.13	ENST00000486748.1	MECOM-005	chr3	169099046	169381178	-	protein_coding				false	false	375	393
MECOM	false	4	ENSG00000085276.13	ENST00000460890.1	MECOM-011	chr3	168840470	168864076	-	protein_coding				false	false	311	1792
MECOM	false	4	ENSG00000085276.13	ENST00000487503.1	MECOM-010	chr3	168840470	168864076	-	protein_coding				false	false	311	1533
MECOM	false	4	ENSG00000085276.13	ENST00000494597.1	MECOM-009	chr3	168840470	168864076	-	protein_coding				false	false	311	1097
MECOM	false	4	ENSG00000085276.13	ENST00000475754.1	MECOM-008	chr3	168845694	168864327	-	protein_coding				false	false	203	580
MECOM	false	4	ENSG00000085276.13	ENST00000481315.1	MECOM-007	chr3	168845811	168987026	-	protein_coding				false	false	86	379
MECOM	false	4	ENSG00000085276.13	ENST00000466623.1	MECOM-006	chr3	168845832	168849668	-	protein_coding				false	false	65	468
MECOM	false	4	ENSG00000085276.13	ENST00000485957.1	MECOM-001	chr3	168867269	169381406	-	processed_transcript				false	true	0	895
MECOM	false	5	ENSG00000085276.13	ENST00000461430.1	MECOM-014	chr3	168838675	168840460	-	retained_intron				false	false	0	418
PDS5A	true	3	ENSG00000121892.10	ENST00000303538.8	PDS5A-001	chr4	39824482	39979576	-	protein_coding			appris_principal	false	true	4011	7176
PDS5A	false	4	ENSG00000121892.10	ENST00000503396.1	PDS5A-003	chr4	39899633	39979576	-	protein_coding				false	true	1800	2685
PDS5A	false	4	ENSG00000121892.10	ENST00000513798.1	PDS5A-006	chr4	39902045	39929726	-	protein_coding				false	false	494	494
PDS5A	false	5	ENSG00000121892.10	ENST00000507020.1	PDS5A-009	chr4	39864605	39876028	-	nonsense_mediated_decay				false	false	378	781
PDS5A	false	5	ENSG00000121892.10	ENST00000512643.1	PDS5A-007	chr4	39902074	39915346	-	nonsense_mediated_decay				false	false	129	581
PDS5A	false	5	ENSG00000121892.10	ENST00000507766.1	PDS5A-004	chr4	39838631	39850181	-	retained_intron				false	false	0	4196
PDS5A	false	5	ENSG00000121892.10	ENST00000503867.1	PDS5A-008	chr4	39905661	39910504	-	retained_intron				false	false	0	640
PDS5A	false	5	ENSG00000121892.10	ENST00000506262.1	PDS5A-005	chr4	39977732	39979130	-	retained_intron				false	false	0	559
PDS5A	false	5	ENSG00000121892.10	ENST00000503696.1	PDS5A-011	chr4	39874411	39876020	-	retained_intron				false	false	0	465
PDS5A	false	5	ENSG00000121892.10	ENST00000508625.1	PDS5A-010	chr4	39911684	39915307	-	retained_intron				false	false	0	351
CHIC2	true	3	ENSG00000109220.6	ENST00000263921.3	CHIC2-001	chr4	54875955	54930857	-	protein_coding			appris_principal	false	true	495	1194
CHIC2	false	4	ENSG00000109220.6	ENST00000512964.1	CHIC2-003	chr4	54875991	54930467	-	protein_coding				false	true	438	711
